timestamp,agent_id,agent_name,agent_ip,os_name,os_version,os_platform,manager_name,manager_ip,location,rule_id,rule_level,rule_description,rule_groups,decoder_name,srcip,dstip,srcport,dstport,protocol,user,process,command,status,full_log,severity,attack_type
2025-12-27T17:11:55.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.49,10.10.1.30,42766,80,tcp,-,nginx,GET /health HTTP/1.1,301,"203.0.113.49 - - ""GET /health HTTP/1.1"" 301 885",low,normal
2025-12-27T17:41:26.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,bob,cmd.exe,open C:\Users\Public\report.docx,,File accessed by user bob: C:\Users\Public\report.docx,low,normal
2025-12-27T18:23:24.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.100,10.10.1.21,3394,80,tcp,-,nginx,GET /login HTTP/1.1,301,"192.168.1.100 - - ""GET /login HTTP/1.1"" 301 918",low,normal
2025-12-27T18:23:38.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.228,10.10.1.30,54229,80,tcp,-,nginx,GET /health HTTP/1.1,200,"172.16.5.228 - - ""GET /health HTTP/1.1"" 200 308",low,normal
2025-12-27T18:39:05.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5712,10,SSHD brute force attempt,"['authentication_failed', 'ssh', 'attack']",sshd,192.168.1.238,10.10.1.21,4549,22,tcp,svc_backup,sshd,,Failed password,Failed password for invalid user svc_backup from 192.168.1.238 port 21635 ssh2,high,bruteforce
2025-12-27T17:00:20.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,198.51.100.198,10.10.1.21,64546,22,tcp,svc_backup,sshd,,Accepted password,Accepted password for svc_backup from 198.51.100.198 port 33862 ssh2,low,normal
2025-12-27T18:28:13.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.21,10.10.1.21,0,0,local,ubuntu,cmd.exe,open C:\Windows\Temp\tmp.log,,File accessed by user ubuntu: C:\Windows\Temp\tmp.log,low,normal
2025-12-27T16:52:06.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,alice,python3,open /var/www/html/index.html,,File accessed by user alice: /var/www/html/index.html,low,normal
2025-12-27T18:22:08.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,192.168.1.139,10.10.1.21,14492,22,tcp,bob,sshd,,Accepted password,Accepted password for bob from 192.168.1.139 port 52464 ssh2,low,normal
2025-12-27T18:59:39.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/firewall.log,10110,11,Possible DDoS flood detected,"['network', 'ddos', 'attack']",iptables,192.168.1.113,10.10.1.21,28686,80,tcp,-,kernel,,SYN flood,IN=eth0 OUT= MAC=... SRC=192.168.1.113 DST=10.10.1.21 LEN=60 TOS=0x00 PREC=0x00 TTL=52 ID=12345 PROTO=TCP SPT=58700 DPT=80 SYN,high,ddos
2025-12-27T18:00:28.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.192,10.10.1.21,7112,80,tcp,-,nginx,HEAD /login HTTP/1.1,301,"172.16.5.192 - - ""HEAD /login HTTP/1.1"" 301 717",low,normal
2025-12-27T16:24:37.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.157,10.10.1.21,44676,80,tcp,-,nginx,HEAD / HTTP/1.1,200,"198.51.100.157 - - ""HEAD / HTTP/1.1"" 200 1718",low,normal
2025-12-27T18:30:05.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,60122,12,Possible privilege escalation via sudo,"['sudo', 'privilege_escalation', 'attack']",sudo,10.10.1.21,10.10.1.21,0,0,local,ubuntu,nginx,sudo /bin/bash,,sudo: ubuntu : TTY=pts/0 ; PWD=/home/ubuntu ; USER=root ; COMMAND=/bin/bash,critical,privilege_escalation
2025-12-27T17:07:41.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.21,10.10.1.21,0,0,local,ec2-user,powershell.exe,open C:\Users\Public\report.docx,,File accessed by user ec2-user: C:\Users\Public\report.docx,low,normal
2025-12-27T18:04:54.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,ec2-user,cmd.exe,open /var/www/html/index.html,,File accessed by user ec2-user: /var/www/html/index.html,low,normal
2025-12-27T16:18:28.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,192.168.1.105,10.10.1.21,46202,22,tcp,ec2-user,sshd,,Accepted password,Accepted password for ec2-user from 192.168.1.105 port 39940 ssh2,low,normal
2025-12-27T16:47:30.877Z,003,win-01,10.10.2.15,Windows,2019,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.15,10.10.2.15,0,0,local,admin,powershell.exe,open /etc/cron.daily/backup,,File accessed by user admin: /etc/cron.daily/backup,low,normal
2025-12-27T18:43:43.877Z,003,win-01,10.10.2.15,Windows,2019,windows,wazuh-manager-01,10.10.0.10,EventChannel,100201,13,Malware execution suspected,"['malware', 'execution', 'attack']",windows_eventchannel,198.51.100.231,10.10.2.15,9019,53,tcp,alice,powershell.exe,powershell -EncodedCommand SQBFAFgAIA...,execution,Suspicious process execution: powershell.exe powershell -EncodedCommand SQBFAFgAIA...,critical,malware
2025-12-27T16:47:49.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.180,10.10.1.21,8598,80,tcp,-,nginx,POST /health HTTP/1.1,200,"198.51.100.180 - - ""POST /health HTTP/1.1"" 200 1096",low,normal
2025-12-27T18:47:00.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,60122,12,Suspicious admin group modification,"['windows', 'privilege_escalation', 'attack']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,ec2-user,nginx,net localgroup administrators /add,,Administrator privileges assigned to user ec2-user,critical,privilege_escalation
2025-12-27T16:55:40.877Z,003,win-01,10.10.2.15,Windows,2019,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.15,10.10.2.15,0,0,local,ec2-user,svchost.exe,open /var/www/html/index.html,,File accessed by user ec2-user: /var/www/html/index.html,low,normal
2025-12-27T18:42:13.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/firewall.log,10110,11,Possible DDoS flood detected,"['network', 'ddos', 'attack']",iptables,172.16.5.240,10.10.1.30,58127,80,udp,-,kernel,,SYN flood,IN=eth0 OUT= MAC=... SRC=172.16.5.240 DST=10.10.1.30 LEN=60 TOS=0x00 PREC=0x00 TTL=52 ID=12345 PROTO=TCP SPT=54098 DPT=80 SYN,high,ddos
2025-12-27T16:48:10.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.198,10.10.1.21,38450,80,tcp,-,nginx,HEAD /assets/app.js HTTP/1.1,200,"172.16.5.198 - - ""HEAD /assets/app.js HTTP/1.1"" 200 1008",low,normal
2025-12-27T16:45:24.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,172.16.5.26,10.10.1.30,53529,22,tcp,bob,sshd,,Accepted password,Accepted password for bob from 172.16.5.26 port 9303 ssh2,low,normal
2025-12-27T18:13:43.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.41,10.10.1.21,40221,80,tcp,-,nginx,POST /index.html HTTP/1.1,200,"203.0.113.41 - - ""POST /index.html HTTP/1.1"" 200 955",low,normal
2025-12-27T18:44:58.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5712,10,SSHD brute force attempt,"['authentication_failed', 'ssh', 'attack']",sshd,172.16.5.100,10.10.1.30,4650,22,tcp,root,sshd,,Failed password,Failed password for invalid user root from 172.16.5.100 port 47501 ssh2,high,bruteforce
2025-12-27T17:24:54.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.156,10.10.1.30,47806,80,tcp,-,nginx,POST / HTTP/1.1,200,"203.0.113.156 - - ""POST / HTTP/1.1"" 200 847",low,normal
2025-12-27T18:57:53.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/firewall.log,10110,11,Possible DDoS flood detected,"['network', 'ddos', 'attack']",iptables,172.16.5.254,10.10.1.30,11777,8080,tcp,-,kernel,,SYN flood,IN=eth0 OUT= MAC=... SRC=172.16.5.254 DST=10.10.1.30 LEN=60 TOS=0x00 PREC=0x00 TTL=52 ID=12345 PROTO=TCP SPT=45966 DPT=8080 SYN,high,ddos
2025-12-27T18:11:50.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,198.51.100.124,10.10.1.30,62236,22,tcp,ubuntu,sshd,,Accepted password,Accepted password for ubuntu from 198.51.100.124 port 23954 ssh2,low,normal
2025-12-27T17:37:58.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.21,10.10.1.21,0,0,local,bob,python3,open C:\Users\Public\report.docx,,File accessed by user bob: C:\Users\Public\report.docx,low,normal
2025-12-27T17:26:28.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,198.51.100.200,10.10.1.30,61566,22,tcp,ubuntu,sshd,,Accepted password,Accepted password for ubuntu from 198.51.100.200 port 51138 ssh2,low,normal
2025-12-27T17:17:19.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,203.0.113.3,10.10.1.30,49221,22,tcp,ec2-user,sshd,,Accepted password,Accepted password for ec2-user from 203.0.113.3 port 29164 ssh2,low,normal
2025-12-27T16:46:33.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,svc_backup,powershell.exe,open /etc/cron.daily/backup,,File accessed by user svc_backup: /etc/cron.daily/backup,low,normal
2025-12-27T18:13:27.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.106,10.10.1.21,32352,80,tcp,-,nginx,HEAD /health HTTP/1.1,200,"198.51.100.106 - - ""HEAD /health HTTP/1.1"" 200 1924",low,normal
2025-12-27T17:13:09.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,203.0.113.176,10.10.1.30,18107,22,tcp,svc_backup,sshd,,Accepted password,Accepted password for svc_backup from 203.0.113.176 port 39762 ssh2,low,normal
2025-12-27T16:53:17.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.220,10.10.1.30,57182,80,tcp,-,nginx,HEAD /login HTTP/1.1,200,"198.51.100.220 - - ""HEAD /login HTTP/1.1"" 200 1435",low,normal
2025-12-27T17:18:40.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.46,10.10.1.30,51973,80,tcp,-,nginx,GET /assets/app.js HTTP/1.1,200,"172.16.5.46 - - ""GET /assets/app.js HTTP/1.1"" 200 681",low,normal
2025-12-27T18:48:21.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5712,10,SSHD brute force attempt,"['authentication_failed', 'ssh', 'attack']",sshd,203.0.113.72,10.10.1.21,11219,22,tcp,root,sshd,,Failed password,Failed password for invalid user root from 203.0.113.72 port 21220 ssh2,high,bruteforce
2025-12-27T18:46:23.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/firewall.log,10110,11,Possible DDoS flood detected,"['network', 'ddos', 'attack']",iptables,203.0.113.86,10.10.1.30,6131,443,tcp,-,kernel,,SYN flood,IN=eth0 OUT= MAC=... SRC=203.0.113.86 DST=10.10.1.30 LEN=60 TOS=0x00 PREC=0x00 TTL=52 ID=12345 PROTO=TCP SPT=19989 DPT=443 SYN,high,ddos
2025-12-27T17:28:26.877Z,003,win-01,10.10.2.15,Windows,2019,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.15,10.10.2.15,0,0,local,bob,cmd.exe,open C:\Users\Public\report.docx,,File accessed by user bob: C:\Users\Public\report.docx,low,normal
2025-12-27T16:29:13.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.225,10.10.1.21,46518,80,tcp,-,nginx,HEAD /health HTTP/1.1,200,"203.0.113.225 - - ""HEAD /health HTTP/1.1"" 200 1106",low,normal
2025-12-27T18:51:30.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,60122,12,Suspicious admin group modification,"['windows', 'privilege_escalation', 'attack']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,alice,cmd.exe,net localgroup administrators /add,,Administrator privileges assigned to user alice,critical,privilege_escalation
2025-12-27T18:29:08.877Z,003,win-01,10.10.2.15,Windows,2019,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.15,10.10.2.15,0,0,local,ubuntu,python3,open C:\Windows\Temp\tmp.log,,File accessed by user ubuntu: C:\Windows\Temp\tmp.log,low,normal
2025-12-27T17:01:37.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.27,10.10.1.21,27941,80,tcp,-,nginx,HEAD /index.html HTTP/1.1,200,"192.168.1.27 - - ""HEAD /index.html HTTP/1.1"" 200 1974",low,normal
2025-12-27T18:56:09.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,100201,13,Malware execution suspected,"['malware', 'execution', 'attack']",windows_eventchannel,198.51.100.122,10.10.2.22,53082,3389,udp,ubuntu,powershell.exe,powershell -EncodedCommand SQBFAFgAIA...,execution,Suspicious process execution: powershell.exe powershell -EncodedCommand SQBFAFgAIA...,critical,malware
2025-12-27T16:46:23.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.21,10.10.1.21,0,0,local,root,sshd,open /etc/cron.daily/backup,,File accessed by user root: /etc/cron.daily/backup,low,normal
2025-12-27T17:56:29.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.182,10.10.1.30,42528,80,tcp,-,nginx,GET /index.html HTTP/1.1,200,"192.168.1.182 - - ""GET /index.html HTTP/1.1"" 200 1890",low,normal
2025-12-27T16:57:24.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,172.16.5.117,10.10.1.21,59117,22,tcp,svc_backup,sshd,,Accepted password,Accepted password for svc_backup from 172.16.5.117 port 39020 ssh2,low,normal
2025-12-27T16:26:16.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.62,10.10.1.21,30259,80,tcp,-,nginx,POST /login HTTP/1.1,301,"192.168.1.62 - - ""POST /login HTTP/1.1"" 301 563",low,normal
2025-12-27T18:35:57.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5712,10,SSHD brute force attempt,"['authentication_failed', 'ssh', 'attack']",sshd,198.51.100.118,10.10.1.21,11900,22,tcp,admin,sshd,,Failed password,Failed password for invalid user admin from 198.51.100.118 port 10422 ssh2,high,bruteforce
2025-12-27T18:32:44.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/firewall.log,10110,11,Possible DDoS flood detected,"['network', 'ddos', 'attack']",iptables,172.16.5.239,10.10.1.21,54066,443,udp,-,kernel,,SYN flood,IN=eth0 OUT= MAC=... SRC=172.16.5.239 DST=10.10.1.21 LEN=60 TOS=0x00 PREC=0x00 TTL=52 ID=12345 PROTO=TCP SPT=5640 DPT=443 SYN,high,ddos
2025-12-27T17:54:39.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,192.168.1.254,10.10.1.21,59098,22,tcp,alice,sshd,,Accepted password,Accepted password for alice from 192.168.1.254 port 62581 ssh2,low,normal
2025-12-27T17:05:14.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.67,10.10.1.30,42163,80,tcp,-,nginx,HEAD /assets/app.js HTTP/1.1,301,"203.0.113.67 - - ""HEAD /assets/app.js HTTP/1.1"" 301 744",low,normal
2025-12-27T18:57:12.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/firewall.log,10110,11,Possible DDoS flood detected,"['network', 'ddos', 'attack']",iptables,192.168.1.79,10.10.1.30,32329,8080,udp,-,kernel,,SYN flood,IN=eth0 OUT= MAC=... SRC=192.168.1.79 DST=10.10.1.30 LEN=60 TOS=0x00 PREC=0x00 TTL=52 ID=12345 PROTO=TCP SPT=46219 DPT=8080 SYN,high,ddos
2025-12-27T16:59:47.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.241,10.10.1.30,64774,80,tcp,-,nginx,HEAD /assets/app.js HTTP/1.1,304,"203.0.113.241 - - ""HEAD /assets/app.js HTTP/1.1"" 304 1683",low,normal
2025-12-27T18:37:54.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,92021,9,Phishing email indicators detected,"['email', 'phishing', 'attack']",windows_eventchannel,192.168.1.160,10.10.2.22,32983,25,tcp,admin,outlook.exe,email_subject=Action Required: Password Reset,sender=alerts@banking-secure.com,Suspicious email from alerts@banking-secure.com to user inbox. Subject: Action Required: Password Reset. URL: hxxp://secure-login.example.com,high,phishing
2025-12-27T16:56:25.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.119,10.10.1.30,10335,80,tcp,-,nginx,POST /login HTTP/1.1,200,"198.51.100.119 - - ""POST /login HTTP/1.1"" 200 1711",low,normal
2025-12-27T17:01:36.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.195,10.10.1.30,33343,80,tcp,-,nginx,GET /health HTTP/1.1,200,"198.51.100.195 - - ""GET /health HTTP/1.1"" 200 666",low,normal
2025-12-27T17:25:51.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.151,10.10.1.30,9806,80,tcp,-,nginx,POST /index.html HTTP/1.1,200,"198.51.100.151 - - ""POST /index.html HTTP/1.1"" 200 1991",low,normal
2025-12-27T18:31:35.877Z,003,win-01,10.10.2.15,Windows,2019,windows,wazuh-manager-01,10.10.0.10,EventChannel,92021,9,Phishing email indicators detected,"['email', 'phishing', 'attack']",windows_eventchannel,172.16.5.133,10.10.2.15,57229,25,tcp,ubuntu,outlook.exe,email_subject=Security alert on your account,sender=hr@company-portal.com,Suspicious email from hr@company-portal.com to user inbox. Subject: Security alert on your account. URL: hxxp://secure-login.example.com,high,phishing
2025-12-27T18:15:25.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.33,10.10.1.30,18719,80,tcp,-,nginx,POST /login HTTP/1.1,301,"203.0.113.33 - - ""POST /login HTTP/1.1"" 301 1179",low,normal
2025-12-27T18:01:00.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,198.51.100.43,10.10.1.30,32266,22,tcp,alice,sshd,,Accepted password,Accepted password for alice from 198.51.100.43 port 52978 ssh2,low,normal
2025-12-27T16:25:41.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.127,10.10.1.21,25622,80,tcp,-,nginx,POST /assets/app.js HTTP/1.1,301,"198.51.100.127 - - ""POST /assets/app.js HTTP/1.1"" 301 407",low,normal
2025-12-27T17:48:32.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.104,10.10.1.30,20531,80,tcp,-,nginx,HEAD /login HTTP/1.1,200,"192.168.1.104 - - ""HEAD /login HTTP/1.1"" 200 1212",low,normal
2025-12-27T18:10:57.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,198.51.100.236,10.10.1.21,33922,22,tcp,admin,sshd,,Accepted password,Accepted password for admin from 198.51.100.236 port 8524 ssh2,low,normal
2025-12-27T17:29:02.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,198.51.100.119,10.10.1.30,65509,22,tcp,alice,sshd,,Accepted password,Accepted password for alice from 198.51.100.119 port 57190 ssh2,low,normal
2025-12-27T16:20:03.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,ubuntu,powershell.exe,open /var/www/html/index.html,,File accessed by user ubuntu: /var/www/html/index.html,low,normal
2025-12-27T17:58:50.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.75,10.10.1.21,41971,80,tcp,-,nginx,GET /health HTTP/1.1,304,"198.51.100.75 - - ""GET /health HTTP/1.1"" 304 683",low,normal
2025-12-27T16:39:27.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,alice,apache2,open /etc/cron.daily/backup,,File accessed by user alice: /etc/cron.daily/backup,low,normal
2025-12-27T18:26:50.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,203.0.113.236,10.10.1.30,17499,22,tcp,alice,sshd,,Accepted password,Accepted password for alice from 203.0.113.236 port 32481 ssh2,low,normal
2025-12-27T16:56:21.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.82,10.10.1.21,45470,80,tcp,-,nginx,HEAD /assets/app.js HTTP/1.1,301,"192.168.1.82 - - ""HEAD /assets/app.js HTTP/1.1"" 301 334",low,normal
2025-12-27T17:55:27.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,admin,python3,open C:\Windows\Temp\tmp.log,,File accessed by user admin: C:\Windows\Temp\tmp.log,low,normal
2025-12-27T17:39:57.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.188,10.10.1.21,32847,80,tcp,-,nginx,GET /health HTTP/1.1,200,"192.168.1.188 - - ""GET /health HTTP/1.1"" 200 1902",low,normal
